2019-09-17 00:40:43.506000 {"type":"join","timestamp":1568680843.506,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"[jgmac1106]","nickname":"[jgmac1106]","username":"~slackuser","name":"jgmac1106 via slack-irc-gateway","photo":"http:\/\/quickthoughts.jgregorymcverry.com\/file\/6802fbcdd3fada8cb61ffb798978f72f\/thumb.jpg","url":"http:\/\/jgregorymcverry.com","tz":"-5 GMT","host":"chat.indieweb.org"},"content":null,"modes":[]}
2019-09-17 03:06:25.557000 {"type":"join","timestamp":1568689585.557,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"iiogamaDiscord[m","nickname":"iiogamaDiscord[m","username":"disco7254","name":"@_discord_306622722681733131:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rntpdjybrvkohpfs"},"content":null,"modes":[]}
2019-09-17 03:06:25.618600 {"type":"join","timestamp":1568689585.6186,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"maparentDiscord[","nickname":"maparentDiscord[","username":"disco7253","name":"@_discord_542389000909094912:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-udoutxjmmkzlmpof"},"content":null,"modes":[]}
2019-09-17 03:06:25.696800 {"type":"join","timestamp":1568689585.6968,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"KeegenDiscord[m]","nickname":"KeegenDiscord[m]","username":"disco7248","name":"@_discord_594136657402527745:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jfjfiiqoeyfvqvxp"},"content":null,"modes":[]}
2019-09-17 03:06:25.704500 {"type":"join","timestamp":1568689585.7045,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"leoalvarezhDisc4","nickname":"leoalvarezhDisc4","username":"disco7249","name":"@_discord_380800395297030144:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tuykaulbugfzkttc"},"content":null,"modes":[]}
2019-09-17 03:06:25.713400 {"type":"join","timestamp":1568689585.7134,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"johanhermanDisc4","nickname":"johanhermanDisc4","username":"disco7252","name":"@_discord_414810288345317398:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zgswlojdwlvarjjf"},"content":null,"modes":[]}
2019-09-17 03:06:25.732800 {"type":"join","timestamp":1568689585.7328,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"marcusrbrownDisc","nickname":"marcusrbrownDisc","username":"disco7250","name":"@_discord_223661986066595840:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tyzdhrunrzihwfyz"},"content":null,"modes":[]}
2019-09-17 03:06:25.746500 {"type":"join","timestamp":1568689585.7465,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"LordFenixNCDisco","nickname":"LordFenixNCDisco","username":"disco6981","name":"@_discord_198121058312781825:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kskzsnzzqsdifibq"},"content":null,"modes":[]}
2019-09-17 03:06:25.745100 {"type":"join","timestamp":1568689585.7451,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"zcopleyDiscord[m","nickname":"zcopleyDiscord[m","username":"disco7251","name":"@_discord_482702306018721805:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lewuyqhprpznwzod"},"content":null,"modes":[]}
2019-09-17 03:06:26.207400 {"type":"join","timestamp":1568689586.2074,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"macerbiDiscord[m","nickname":"macerbiDiscord[m","username":"disco7256","name":"@_discord_518392799926812672:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bmsuhdgwahtmolvb"},"content":null,"modes":[]}
2019-09-17 03:06:26.283300 {"type":"join","timestamp":1568689586.2833,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"vexlDiscord[m]","nickname":"vexlDiscord[m]","username":"disco7161","name":"@_discord_204901870043529216:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vpzrwtlvlfwcxrfx"},"content":null,"modes":[]}
2019-09-17 03:06:26.288200 {"type":"join","timestamp":1568689586.2882,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"te0dDiscord[m]","nickname":"te0dDiscord[m]","username":"disco7257","name":"@_discord_512699435071832114:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kgafdmrsysdkhrqj"},"content":null,"modes":[]}
2019-09-17 03:06:26.358700 {"type":"join","timestamp":1568689586.3587,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"ngamboaDiscord[m","nickname":"ngamboaDiscord[m","username":"disco7261","name":"@_discord_568124351019352085:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-opjxkqepsakhqipg"},"content":null,"modes":[]}
2019-09-17 03:06:26.366500 {"type":"join","timestamp":1568689586.3665,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"DaekiDiscord[m]","nickname":"DaekiDiscord[m]","username":"disco7266","name":"@_discord_223203585867907075:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nhpyzwpryzaojpvv"},"content":null,"modes":[]}
2019-09-17 03:06:26.390200 {"type":"join","timestamp":1568689586.3902,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"nofwayyDiscord[m","nickname":"nofwayyDiscord[m","username":"disco7259","name":"@_discord_516237787029176330:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-txgyjaqksvwanolq"},"content":null,"modes":[]}
2019-09-17 03:06:26.374500 {"type":"join","timestamp":1568689586.3745,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"PhiDiscord[m]","nickname":"PhiDiscord[m]","username":"disco7262","name":"@_discord_423797334401351681:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-oegzexjxsizhwkaz"},"content":null,"modes":[]}
2019-09-17 03:06:26.393300 {"type":"join","timestamp":1568689586.3933,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"chmanieDiscord[4","nickname":"chmanieDiscord[4","username":"disco7258","name":"@_discord_478638931894861825:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xrflkrxyaqetifjb"},"content":null,"modes":[]}
2019-09-17 03:06:26.435100 {"type":"join","timestamp":1568689586.4351,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"chrisDiscord[m]","nickname":"chrisDiscord[m]","username":"disco7260","name":"@_discord_256563378137464832:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-benihvgheatvnqwi"},"content":null,"modes":[]}
2019-09-17 03:06:26.440000 {"type":"join","timestamp":1568689586.44,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"boomshroomDiscor","nickname":"boomshroomDiscor","username":"disco7263","name":"@_discord_166723491129851905:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mvgrsrqnzrwybwxs"},"content":null,"modes":[]}
2019-09-17 03:06:27.009500 {"type":"join","timestamp":1568689587.0095,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"thomasbDiscord[m","nickname":"thomasbDiscord[m","username":"disco7361","name":"@_discord_479690359979638785:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zwjxnmcrhxsdrshq"},"content":null,"modes":[]}
2019-09-17 03:06:27.011800 {"type":"join","timestamp":1568689587.0118,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"TristanDiscord[m","nickname":"TristanDiscord[m","username":"disco7288","name":"@_discord_482476339975290881:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ykczgrsessvbhszu"},"content":null,"modes":[]}
2019-09-17 03:06:27.020300 {"type":"join","timestamp":1568689587.0203,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"PermawebEmbedDis","nickname":"PermawebEmbedDis","username":"disco7305","name":"@_discord_609543636044087298:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-okfubcwtylpjnmyv"},"content":null,"modes":[]}
2019-09-17 03:06:27.035800 {"type":"join","timestamp":1568689587.0358,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"bushido711Discor","nickname":"bushido711Discor","username":"disco6884","name":"@_discord_456575013663932416:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fcztmxxdrntonmwu"},"content":null,"modes":[]}
2019-09-17 03:06:27.054200 {"type":"join","timestamp":1568689587.0542,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"PeevesDiscord[m]","nickname":"PeevesDiscord[m]","username":"disco7044","name":"@_discord_119759813377916928:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zzxnxwqqllgyzfuv"},"content":null,"modes":[]}
2019-09-17 03:06:27.108700 {"type":"join","timestamp":1568689587.1087,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"wngrDiscord[m]","nickname":"wngrDiscord[m]","username":"disco7291","name":"@_discord_609307528400207873:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ehxkbprtioxrgwld"},"content":null,"modes":[]}
2019-09-17 03:06:27.106900 {"type":"join","timestamp":1568689587.1069,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"DiscordBridge[m4","nickname":"DiscordBridge[m4","username":"discordper","name":"@discord:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rhwasohrrdbvgdfi"},"content":null,"modes":[]}
2019-09-17 03:06:27.124700 {"type":"join","timestamp":1568689587.1247,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"nilocDiscord[m]","nickname":"nilocDiscord[m]","username":"disco7355","name":"@_discord_610870149620170963:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-weadojwbpuoowyti"},"content":null,"modes":[]}
2019-09-17 03:06:27.122000 {"type":"join","timestamp":1568689587.122,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"itsmekntDiscord[","nickname":"itsmekntDiscord[","username":"disco7350","name":"@_discord_316914610366054402:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-khpnwgggwdyebjhp"},"content":null,"modes":[]}
2019-09-17 03:06:27.179500 {"type":"join","timestamp":1568689587.1795,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"sblinnDiscord[m]","nickname":"sblinnDiscord[m]","username":"disco7356","name":"@_discord_598562282984701952:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hivfrconhmslxbcv"},"content":null,"modes":[]}
2019-09-17 03:06:27.648500 {"type":"join","timestamp":1568689587.6485,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"AraratDiscord[m]","nickname":"AraratDiscord[m]","username":"disco7480","name":"@_discord_402530001011867658:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-duwuxzfnwsuesixv"},"content":null,"modes":[]}
2019-09-17 03:06:27.655400 {"type":"join","timestamp":1568689587.6554,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"RichardLittDisco","nickname":"RichardLittDisco","username":"disco7370","name":"@_discord_478226376068169753:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vqdyonvtovsndczi"},"content":null,"modes":[]}
2019-09-17 03:06:27.646800 {"type":"join","timestamp":1568689587.6468,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"Bads3ctor9700[m]","nickname":"Bads3ctor9700[m]","username":"disco7481","name":"@_discord_422769903871983616:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xbzpxulochxrlcqr"},"content":null,"modes":[]}
2019-09-17 03:06:27.756900 {"type":"join","timestamp":1568689587.7569,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"JaoheahDiscord[m","nickname":"JaoheahDiscord[m","username":"disco7070","name":"@_discord_315583781207539712:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vdnslrvczsxkoxce"},"content":null,"modes":[]}
2019-09-17 03:06:27.750300 {"type":"join","timestamp":1568689587.7503,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"ptonerDiscord[m]","nickname":"ptonerDiscord[m]","username":"disco7376","name":"@_discord_408785942711894027:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-shdrfvjrgqrfvmdu"},"content":null,"modes":[]}
2019-09-17 03:06:27.759800 {"type":"join","timestamp":1568689587.7598,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"M[AXEL]JulianDis","nickname":"M[AXEL]JulianDis","username":"disco6793","name":"@_discord_593213017261473849:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-keyhzeupdrmyscgt"},"content":null,"modes":[]}
2019-09-17 03:06:27.748600 {"type":"join","timestamp":1568689587.7486,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"willibuddyDiscor","nickname":"willibuddyDiscor","username":"disco7389","name":"@_discord_151577783942774790:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kxqkvftnpizqeenj"},"content":null,"modes":[]}
2019-09-17 03:06:27.817000 {"type":"join","timestamp":1568689587.817,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"capDiscord[m]","nickname":"capDiscord[m]","username":"disco7444","name":"@_discord_204643170250784768:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mztrxvfkqzvxvbqg"},"content":null,"modes":[]}
2019-09-17 03:06:27.900300 {"type":"join","timestamp":1568689587.9003,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"janttoDiscord[m]","nickname":"janttoDiscord[m]","username":"disco7388","name":"@_discord_611894156633178153:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kmrxavohsimmbwcv"},"content":null,"modes":[]}
2019-09-17 03:06:27.898400 {"type":"join","timestamp":1568689587.8984,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"ivanDiscord[m]","nickname":"ivanDiscord[m]","username":"disco7469","name":"@_discord_182875742739103745:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lbpypbbloxnhgyos"},"content":null,"modes":[]}
2019-09-17 03:06:28.308400 {"type":"join","timestamp":1568689588.3084,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"neilDiscord[m]","nickname":"neilDiscord[m]","username":"disco7029","name":"@_discord_327541997588054017:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xngbaqkivnlmhais"},"content":null,"modes":[]}
2019-09-17 03:06:28.385100 {"type":"join","timestamp":1568689588.3851,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"doorknob88Discor","nickname":"doorknob88Discor","username":"disco7485","name":"@_discord_156365801333587968:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zmlwotmmlitgtqbq"},"content":null,"modes":[]}
2019-09-17 03:06:28.463000 {"type":"join","timestamp":1568689588.463,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"PrabhaavDiscord[","nickname":"PrabhaavDiscord[","username":"disco7593","name":"@_discord_520505337778929664:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gkzlunjcemdvvgsm"},"content":null,"modes":[]}
2019-09-17 03:06:28.468700 {"type":"join","timestamp":1568689588.4687,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"cannabysDiscord[","nickname":"cannabysDiscord[","username":"disco7547","name":"@_discord_354038778396147712:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-robaqfnxekmlokpl"},"content":null,"modes":[]}
2019-09-17 03:06:28.478700 {"type":"join","timestamp":1568689588.4787,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"GabrielBadGriefD","nickname":"GabrielBadGriefD","username":"disco6871","name":"@_discord_323818235080343552:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cqosybreodpengpb"},"content":null,"modes":[]}
2019-09-17 03:06:28.503000 {"type":"join","timestamp":1568689588.503,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"ZapierDiscord[m]","nickname":"ZapierDiscord[m]","username":"disco7535","name":"@_discord_368105370532577280:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hqtdjbekfwxpfdwe"},"content":null,"modes":[]}
2019-09-17 03:06:28.499000 {"type":"join","timestamp":1568689588.499,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"RomainDiscord[m]","nickname":"RomainDiscord[m]","username":"disco7573","name":"@_discord_591579881742008330:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mhjgdnkjgdbbrspt"},"content":null,"modes":[]}
2019-09-17 03:06:28.543500 {"type":"join","timestamp":1568689588.5435,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"GelvenDiscord[m]","nickname":"GelvenDiscord[m]","username":"disco7574","name":"@_discord_482622464028049428:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-imkythmmlottznqh"},"content":null,"modes":[]}
2019-09-17 03:06:28.546900 {"type":"join","timestamp":1568689588.5469,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"JeanDiscord[m]","nickname":"JeanDiscord[m]","username":"disco7531","name":"@_discord_430200737985855488:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zrkritveshownsra"},"content":null,"modes":[]}
2019-09-17 03:06:29.051500 {"type":"join","timestamp":1568689589.0515,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"CantiTurtleCoinD","nickname":"CantiTurtleCoinD","username":"disco7025","name":"@_discord_408364361598369802:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ldojffpvlezamqby"},"content":null,"modes":[]}
2019-09-17 03:06:29.153600 {"type":"join","timestamp":1568689589.1536,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"GeorgeX2798[m]","nickname":"GeorgeX2798[m]","username":"disco7648","name":"@_discord_287629982631723018:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zmplqidfwmiksjbm"},"content":null,"modes":[]}
2019-09-17 03:06:29.161000 {"type":"join","timestamp":1568689589.161,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"bekoDiscord[m]","nickname":"bekoDiscord[m]","username":"disco7656","name":"@_discord_296406134456320031:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-frxhjjqfydtiedak"},"content":null,"modes":[]}
2019-09-17 03:06:29.172000 {"type":"join","timestamp":1568689589.172,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"RockSteadyTRTLDi","nickname":"RockSteadyTRTLDi","username":"disco6789","name":"@_discord_388916188715155467:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-idsnyvkvhigqdybe"},"content":null,"modes":[]}
2019-09-17 03:06:29.184600 {"type":"join","timestamp":1568689589.1846,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"jgmac1106Discord","nickname":"jgmac1106Discord","username":"disco7655","name":"@_discord_487993146383400961:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bgvfafvbmmnlhyhm"},"content":null,"modes":[]}
2019-09-17 03:06:29.171400 {"type":"join","timestamp":1568689589.1714,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"CathyLDiscord[m]","nickname":"CathyLDiscord[m]","username":"disco7651","name":"@_discord_582777281760722945:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xqspebiwgjtpnzxy"},"content":null,"modes":[]}
2019-09-17 03:06:29.203900 {"type":"join","timestamp":1568689589.2039,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"watDiscord[m]","nickname":"watDiscord[m]","username":"discord619","name":"@_discord_619222985852715021:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-doinavizwrfwhaoe"},"content":null,"modes":[]}
2019-09-17 03:06:29.228700 {"type":"join","timestamp":1568689589.2287,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"VictorGDiscord[m","nickname":"VictorGDiscord[m","username":"disco7649","name":"@_discord_534536941136379932:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qitvjetsnmhcngbr"},"content":null,"modes":[]}
2019-09-17 03:06:29.227300 {"type":"join","timestamp":1568689589.2273,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"ToangDiscord[m]","nickname":"ToangDiscord[m]","username":"disco6631","name":"@_discord_525958885693980673:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uleujmufdzdmbrqs"},"content":null,"modes":[]}
2019-09-17 03:06:29.724800 {"type":"join","timestamp":1568689589.7248,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"LuutheCoolDiscor","nickname":"LuutheCoolDiscor","username":"disco7708","name":"@_discord_108159026197446656:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-azikprtzabpwocgn"},"content":null,"modes":[]}
2019-09-17 03:06:29.806700 {"type":"join","timestamp":1568689589.8067,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"ShruthiDiscord[m","nickname":"ShruthiDiscord[m","username":"disco7674","name":"@_discord_619853508648370187:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pbimgvnknbpwhphz"},"content":null,"modes":[]}
2019-09-17 03:06:29.814800 {"type":"join","timestamp":1568689589.8148,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"TionisDiscord[m]","nickname":"TionisDiscord[m]","username":"disco7671","name":"@_discord_259076782408335360:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qoyiybnvpxfhiitd"},"content":null,"modes":[]}
2019-09-17 03:06:29.815600 {"type":"join","timestamp":1568689589.8156,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"DerrickFDiscord[","nickname":"DerrickFDiscord[","username":"disco7645","name":"@_discord_582786675395002368:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zlsslvwrtzfzgffg"},"content":null,"modes":[]}
2019-09-17 03:06:29.885300 {"type":"join","timestamp":1568689589.8853,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"gunttedDiscord[m","nickname":"gunttedDiscord[m","username":"disco7705","name":"@_discord_251451321603850241:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-atuziojhjhhownnj"},"content":null,"modes":[]}
2019-09-17 03:06:29.881200 {"type":"join","timestamp":1568689589.8812,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"ExpherienceDisco","nickname":"ExpherienceDisco","username":"disco7201","name":"@_discord_321104242603720707:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rxhavgzrkgwyhfdk"},"content":null,"modes":[]}
2019-09-17 03:06:29.973900 {"type":"join","timestamp":1568689589.9739,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"KevlarmonkeyDisc","nickname":"KevlarmonkeyDisc","username":"disco7684","name":"@_discord_110716932033884160:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dfhciwxxueecmzhd"},"content":null,"modes":[]}
2019-09-17 03:06:29.976900 {"type":"join","timestamp":1568689589.9769,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"swedneck[GMT1]Di","nickname":"swedneck[GMT1]Di","username":"disco6750","name":"@_discord_93451395352498176:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-oyyqezpdpjubiqcr"},"content":null,"modes":[]}
2019-09-17 03:06:29.977800 {"type":"join","timestamp":1568689589.9778,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"ShokuninDiscord[","nickname":"ShokuninDiscord[","username":"disco6602","name":"@_discord_398336732287991808:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zutozoshzvyyfmdw"},"content":null,"modes":[]}
2019-09-17 03:06:29.984100 {"type":"join","timestamp":1568689589.9841,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"competentcuttlef","nickname":"competentcuttlef","username":"disco7698","name":"@_discord_234474908229304320:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lmyjsyacgycnefyd"},"content":null,"modes":[]}
2019-09-17 03:06:30.432800 {"type":"join","timestamp":1568689590.4328,"network":"irc","server":"freenode","channel":{"uid":"#microformats","name":"#microformats"},"author":{"uid":"bostaDiscord[m]","nickname":"bostaDiscord[m]","username":"disco7738","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cbcafvrkxhyefsod"},"content":null,"modes":[]}
