2021-03-10 00:56:30.600900 {"type":"join","timestamp":1615337790.6008954,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[KevinMarks]","nickname":"[KevinMarks]","username":"~slackuser","name":"KevinMarks via slack-irc-gateway","photo":"http:\/\/www.kevinmarks.com\/km.jpg","url":"http:\/\/kevinmarks.com","tz":"Europe\/London","host":"chat.indieweb.org"},"content":null,"modes":[]}
2021-03-10 11:30:26.063000 {"type":"join","timestamp":1615375826.06302,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"SirMemesALotDisc","nickname":"SirMemesALotDisc","username":"disco6923","name":"@_discord_362434457224871939:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bxqjsotdjwozpkjs"},"content":null,"modes":[]}
2021-03-10 11:30:26.131000 {"type":"join","timestamp":1615375826.1310306,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"TyphooNDiscord[m","nickname":"TyphooNDiscord[m","username":"disco9470","name":"io.permaweb:_discord_234797132278792202","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ipxkzafdowvdpexu"},"content":null,"modes":[]}
2021-03-10 11:30:26.183700 {"type":"join","timestamp":1615375826.1837153,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"DerekDiscord[m]","nickname":"DerekDiscord[m]","username":"disco6911","name":"io.permaweb:_discord_215768823310188544","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ejljtobqtsmyepwo"},"content":null,"modes":[]}
2021-03-10 11:30:26.240000 {"type":"join","timestamp":1615375826.2399595,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"achingbrainDisco","nickname":"achingbrainDisco","username":"disco7877","name":"@_discord_556078926892630026:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gkosnumpjhbsuqfw"},"content":null,"modes":[]}
2021-03-10 11:30:26.299800 {"type":"join","timestamp":1615375826.299788,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"vinDiscord[m]","nickname":"vinDiscord[m]","username":"disco8151","name":"io.permaweb:_discord_629941863369146369","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fgodmbifnvkuwjjg"},"content":null,"modes":[]}
2021-03-10 11:30:26.300600 {"type":"join","timestamp":1615375826.3006172,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Oxy[m]","nickname":"Oxy[m]","username":"disco6553","name":"com.getepona:_discord_343485915995308033","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-himvfgmwszeripai"},"content":null,"modes":[]}
2021-03-10 11:30:26.380400 {"type":"join","timestamp":1615375826.3804188,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"TianyiDiscord[m4","nickname":"TianyiDiscord[m4","username":"disco7083","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vjsahpscohobjogn"},"content":null,"modes":[]}
2021-03-10 11:30:26.479500 {"type":"join","timestamp":1615375826.4795384,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Hsiu-PingNichola","nickname":"Hsiu-PingNichola","username":"disco7838","name":"io.permaweb:_discord_416196008687697920","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ooyraidrjbirfgfr"},"content":null,"modes":[]}
2021-03-10 11:30:26.481200 {"type":"join","timestamp":1615375826.481154,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Senshi[m]","nickname":"Senshi[m]","username":"disco6347","name":"@_discord_509302971918712832:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nxwuoczuswlyskvb"},"content":null,"modes":[]}
2021-03-10 11:30:26.528800 {"type":"join","timestamp":1615375826.5288079,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"hyde__Discord[m]","nickname":"hyde__Discord[m]","username":"disco7039","name":"io.permaweb:_discord_178555931926331392","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hmwbcpzunqitburu"},"content":null,"modes":[]}
2021-03-10 11:30:26.721800 {"type":"join","timestamp":1615375826.721815,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"JD9Discord[m]","nickname":"JD9Discord[m]","username":"disco9469","name":"@_discord_194894860057182209:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ejmietznwdypmdfl"},"content":null,"modes":[]}
2021-03-10 11:30:26.776700 {"type":"join","timestamp":1615375826.7766874,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"pankajmendkiDisc","nickname":"pankajmendkiDisc","username":"disco9309","name":"io.permaweb:_discord_480234658420883456","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-duxvubuppqcjykyz"},"content":null,"modes":[]}
2021-03-10 11:30:26.787800 {"type":"join","timestamp":1615375826.7878058,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"RobotLordimperia","nickname":"RobotLordimperia","username":"disco8267","name":"io.permaweb:_discord_331152411143962634","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nvoapdyretyzpoud"},"content":null,"modes":[]}
2021-03-10 11:30:26.790300 {"type":"join","timestamp":1615375826.7902865,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"brewskiDiscord[m","nickname":"brewskiDiscord[m","username":"disco7018","name":"io.permaweb:_discord_153040009740419073","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bfprvzsyszdxxrej"},"content":null,"modes":[]}
2021-03-10 11:30:26.911700 {"type":"join","timestamp":1615375826.9116738,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"RodolfoEDiscord[","nickname":"RodolfoEDiscord[","username":"disco7833","name":"@_discord_516797880275566592:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ryodoonvkthimwfz"},"content":null,"modes":[]}
2021-03-10 11:30:26.916900 {"type":"join","timestamp":1615375826.9169328,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"wourslerDiscord[","nickname":"wourslerDiscord[","username":"disco9614","name":"io.permaweb:_discord_579494600075640833","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-olzqlmmhzepwwjvs"},"content":null,"modes":[]}
2021-03-10 11:30:27.060200 {"type":"join","timestamp":1615375827.0602043,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"celsoDiscord[m]1","nickname":"celsoDiscord[m]1","username":"disco7148","name":"@_discord_543026738444369920:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mgkwpmwbbvlebzki"},"content":null,"modes":[]}
2021-03-10 11:30:27.052600 {"type":"join","timestamp":1615375827.0525968,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"zcopleyDiscord[m","nickname":"zcopleyDiscord[m","username":"disco7251","name":"io.permaweb:_discord_482702306018721805","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-scltcfhaflsmzjlu"},"content":null,"modes":[]}
2021-03-10 11:30:27.169000 {"type":"join","timestamp":1615375827.1690242,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ShokuninDiscord[","nickname":"ShokuninDiscord[","username":"disco6602","name":"io.permaweb:_discord_398336732287991808","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dnvkspjhfjaohhbj"},"content":null,"modes":[]}
2021-03-10 11:30:27.274800 {"type":"join","timestamp":1615375827.2747667,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"AuHau[m]","nickname":"AuHau[m]","username":"disco4526","name":"@_discord_472170667597496321:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vjxarlwjkbbusdcg"},"content":null,"modes":[]}
2021-03-10 11:30:27.347100 {"type":"join","timestamp":1615375827.347055,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"celsoDiscord[m]","nickname":"celsoDiscord[m]","username":"disco7230","name":"io.permaweb:_discord_327775979860918275","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-npgbpzayuhqcbamj"},"content":null,"modes":[]}
2021-03-10 11:30:27.400700 {"type":"join","timestamp":1615375827.4006968,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"AraratDiscord[m]","nickname":"AraratDiscord[m]","username":"disco7480","name":"io.permaweb:_discord_402530001011867658","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bffzembbjgmdqvch"},"content":null,"modes":[]}
2021-03-10 11:30:27.459800 {"type":"join","timestamp":1615375827.4597714,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"JustMaierDiscord","nickname":"JustMaierDiscord","username":"disco7060","name":"io.permaweb:_discord_303445765865603073","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fffchzdbygayyghv"},"content":null,"modes":[]}
2021-03-10 11:30:27.460900 {"type":"join","timestamp":1615375827.460877,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ddahlDiscord[m]","nickname":"ddahlDiscord[m]","username":"disco7133","name":"io.permaweb:_discord_568250895360589845","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gdjhsntmbqjrwgyr"},"content":null,"modes":[]}
2021-03-10 11:30:27.587200 {"type":"join","timestamp":1615375827.5872326,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"braditzDiscord[m","nickname":"braditzDiscord[m","username":"disco7176","name":"@_discord_512718249637707778:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-gkrdvuzukcnbxciz"},"content":null,"modes":[]}
2021-03-10 11:30:27.685900 {"type":"join","timestamp":1615375827.685923,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"cam4507[m]","nickname":"cam4507[m]","username":"disco8706","name":"@_discord_346820152446418945:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-suftpyoyysajhfsl"},"content":null,"modes":[]}
2021-03-10 11:30:27.828700 {"type":"join","timestamp":1615375827.8287342,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"SomeguyDiscord[m","nickname":"SomeguyDiscord[m","username":"disco8781","name":"io.permaweb:_discord_267085394548490241","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vximsxefmjuqxqkq"},"content":null,"modes":[]}
2021-03-10 11:30:27.830900 {"type":"join","timestamp":1615375827.830875,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"kppDiscord[m]1","nickname":"kppDiscord[m]1","username":"disco8321","name":"io.permaweb:_discord_479285055622217738","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qzkqueuixiekuwrj"},"content":null,"modes":[]}
2021-03-10 11:30:27.902900 {"type":"join","timestamp":1615375827.902885,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"gmelodieDiscord[","nickname":"gmelodieDiscord[","username":"disco7831","name":"io.permaweb:_discord_334042575704948737","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bseaftkkwtbnlulb"},"content":null,"modes":[]}
2021-03-10 11:30:27.956700 {"type":"join","timestamp":1615375827.9566658,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"UsDiscord[m]","nickname":"UsDiscord[m]","username":"disco7234","name":"@_discord_508986388738473995:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mrvmnyeajmgwcyxz"},"content":null,"modes":[]}
2021-03-10 11:30:28.033400 {"type":"join","timestamp":1615375828.0334022,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"wossDiscord[m]","nickname":"wossDiscord[m]","username":"disco9569","name":"io.permaweb:_discord_558599201362149386","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-brjieupmnmlexlym"},"content":null,"modes":[]}
2021-03-10 11:30:28.130400 {"type":"join","timestamp":1615375828.1303535,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"sacha[m]","nickname":"sacha[m]","username":"disco6239","name":"com.getepona:_discord_316862566473400331","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-aacofbkxzwytivud"},"content":null,"modes":[]}
2021-03-10 11:30:28.230500 {"type":"join","timestamp":1615375828.230496,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ambackDiscord[m]","nickname":"ambackDiscord[m]","username":"disco7927","name":"io.permaweb:_discord_187014178014363648","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ksvlukeceejcfpmk"},"content":null,"modes":[]}
2021-03-10 11:30:28.233800 {"type":"join","timestamp":1615375828.2338474,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"PamileissonDisco","nickname":"PamileissonDisco","username":"disco7217","name":"@_discord_542772561549852693:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-yxadgmzpnnfphtdv"},"content":null,"modes":[]}
2021-03-10 11:30:28.332200 {"type":"join","timestamp":1615375828.332216,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"oed3[m]","nickname":"oed3[m]","username":"disco4808","name":"@_discord_486079775165906960:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-etdwecfqdikvlpdn"},"content":null,"modes":[]}
2021-03-10 11:30:28.334000 {"type":"join","timestamp":1615375828.334048,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"chmanieDiscord[4","nickname":"chmanieDiscord[4","username":"disco7258","name":"io.permaweb:_discord_478638931894861825","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vvxofrstpjxavvkk"},"content":null,"modes":[]}
2021-03-10 11:30:28.383900 {"type":"join","timestamp":1615375828.3838964,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"HarryTmeticDisco","nickname":"HarryTmeticDisco","username":"disco7815","name":"@_discord_601225135457959946:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rsljbrhdkwkbcfkg"},"content":null,"modes":[]}
2021-03-10 11:30:28.635100 {"type":"join","timestamp":1615375828.6351273,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"codynhatDiscord4","nickname":"codynhatDiscord4","username":"disco7146","name":"@_discord_542552798038851594:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-yfihymeajdsxpuab"},"content":null,"modes":[]}
2021-03-10 11:30:28.634500 {"type":"join","timestamp":1615375828.634461,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"gauthamDiscord[m","nickname":"gauthamDiscord[m","username":"discord633","name":"io.permaweb:_discord_633311026883985438","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tqcsuevugatnuiie"},"content":null,"modes":[]}
2021-03-10 11:30:28.633500 {"type":"join","timestamp":1615375828.63353,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"cannabysDiscord[","nickname":"cannabysDiscord[","username":"disco7547","name":"io.permaweb:_discord_354038778396147712","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lfwlesdzwqwtccnb"},"content":null,"modes":[]}
2021-03-10 11:30:28.736700 {"type":"join","timestamp":1615375828.7367105,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ithithDiscord[m]","nickname":"ithithDiscord[m]","username":"disco7229","name":"io.permaweb:_discord_413006889584951297","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dquiqgwgsazpauhe"},"content":null,"modes":[]}
2021-03-10 11:30:28.736000 {"type":"join","timestamp":1615375828.7359998,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"AceFaceDiscord[m","nickname":"AceFaceDiscord[m","username":"disco7901","name":"io.permaweb:_discord_627823237379784706","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-skiezdrhgzncxwro"},"content":null,"modes":[]}
2021-03-10 11:30:28.737400 {"type":"join","timestamp":1615375828.7374387,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"virtual_vagrantD","nickname":"virtual_vagrantD","username":"disco9794","name":"@_discord_672990018372894721:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rmfzayluwnsgwrsz"},"content":null,"modes":[]}
2021-03-10 11:30:28.787800 {"type":"join","timestamp":1615375828.7878337,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"tttDiscord[m]","nickname":"tttDiscord[m]","username":"disco9791","name":"io.permaweb:_discord_672905867737169938","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-sfxdxffntxmnpabx"},"content":null,"modes":[]}
2021-03-10 11:30:28.849000 {"type":"join","timestamp":1615375828.84899,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jenncloudDiscord","nickname":"jenncloudDiscord","username":"disco7175","name":"io.permaweb:_discord_387416548018749440","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dvnqsvyexpbmvago"},"content":null,"modes":[]}
2021-03-10 11:30:28.850200 {"type":"join","timestamp":1615375828.8502405,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"scandichainDisco","nickname":"scandichainDisco","username":"disco9485","name":"@_discord_399957118725390337:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rjynhlleitxwojas"},"content":null,"modes":[]}
2021-03-10 11:30:29.016600 {"type":"join","timestamp":1615375829.0165536,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ianfixesDiscord[","nickname":"ianfixesDiscord[","username":"disco8404","name":"@_discord_639429409002094612:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tyvyatojrngkkvdm"},"content":null,"modes":[]}
2021-03-10 11:30:29.117000 {"type":"join","timestamp":1615375829.1169991,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"simibacDiscord[m","nickname":"simibacDiscord[m","username":"disco8811","name":"io.permaweb:_discord_389901855708151808","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ijuoqxuxeqpsgrac"},"content":null,"modes":[]}
2021-03-10 11:30:29.120100 {"type":"join","timestamp":1615375829.1201262,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"SuikaDiscord[m]","nickname":"SuikaDiscord[m]","username":"disco7225","name":"io.permaweb:_discord_136653790639161344","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kchyfdjuwfzmuxko"},"content":null,"modes":[]}
2021-03-10 11:30:29.216100 {"type":"join","timestamp":1615375829.2161121,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ZipperSKDiscord[","nickname":"ZipperSKDiscord[","username":"disco8213","name":"@_discord_632123093753528320:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-lacxhxqnixygqfkz"},"content":null,"modes":[]}
2021-03-10 11:30:29.218100 {"type":"join","timestamp":1615375829.2180874,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"CarboClanCDiscor","nickname":"CarboClanCDiscor","username":"disco6720","name":"io.permaweb:_discord_560880733590126602","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dxlksopoemuotlct"},"content":null,"modes":[]}
2021-03-10 11:30:29.266900 {"type":"join","timestamp":1615375829.26688,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"kanej[m]","nickname":"kanej[m]","username":"disco6538","name":"@_discord_483909468208365581:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uerbgzrlhcgvtmkk"},"content":null,"modes":[]}
2021-03-10 11:30:29.325000 {"type":"join","timestamp":1615375829.3250039,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"amimDiscord[m]","nickname":"amimDiscord[m]","username":"disco8447","name":"@_discord_486161743081373696:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fdlfynjlfwyunrmw"},"content":null,"modes":[]}
2021-03-10 11:30:29.328300 {"type":"join","timestamp":1615375829.3283086,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"KevlarmonkeyDisc","nickname":"KevlarmonkeyDisc","username":"disco7684","name":"io.permaweb:_discord_110716932033884160","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tgvdvbzbnbqgmhjn"},"content":null,"modes":[]}
2021-03-10 11:30:29.408600 {"type":"join","timestamp":1615375829.4086103,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"FeNiXDiscord[m]1","nickname":"FeNiXDiscord[m]1","username":"disco8714","name":"@_discord_178926751580291072:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ikknedpisdhnjhiz"},"content":null,"modes":[]}
2021-03-10 11:30:29.507300 {"type":"join","timestamp":1615375829.507348,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"eshohetDiscord[m","nickname":"eshohetDiscord[m","username":"disco7045","name":"io.permaweb:_discord_548688908716605459","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jcbfwabgfokcqudr"},"content":null,"modes":[]}
2021-03-10 11:30:29.513500 {"type":"join","timestamp":1615375829.5134504,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"AnthonyCBuddDisc","nickname":"AnthonyCBuddDisc","username":"disco9313","name":"io.permaweb:_discord_468559821486948353","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zxrorzblfxbcrkgc"},"content":null,"modes":[]}
2021-03-10 11:30:29.613000 {"type":"join","timestamp":1615375829.6129878,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Dr_JayWDiscord[m","nickname":"Dr_JayWDiscord[m","username":"disco9850","name":"@_discord_625207949312262154:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-asfmhbbfcceyryac"},"content":null,"modes":[]}
2021-03-10 11:30:29.615300 {"type":"join","timestamp":1615375829.6153085,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"M8431[m]","nickname":"M8431[m]","username":"disco9050","name":"io.permaweb:_discord_645781991207206951","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ydmvyxhojnvnbntc"},"content":null,"modes":[]}
2021-03-10 11:30:29.755900 {"type":"join","timestamp":1615375829.755899,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jimpickDiscord[m","nickname":"jimpickDiscord[m","username":"disco7145","name":"@_discord_418195734320381952:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xjudqipomenkakty"},"content":null,"modes":[]}
2021-03-10 11:30:29.768000 {"type":"join","timestamp":1615375829.7680235,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"KirushikDiscord[","nickname":"KirushikDiscord[","username":"disco9456","name":"io.permaweb:_discord_611517034357850122","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-alyhazijhxoxsqgr"},"content":null,"modes":[]}
2021-03-10 11:30:29.767200 {"type":"join","timestamp":1615375829.7671847,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"peatDiscord[m]","nickname":"peatDiscord[m]","username":"disco8278","name":"@_discord_575836319331254274:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dxwepxifjgjaoafx"},"content":null,"modes":[]}
2021-03-10 11:30:29.846900 {"type":"join","timestamp":1615375829.846891,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"thomasDiscord[m]","nickname":"thomasDiscord[m]","username":"disco7077","name":"io.permaweb:_discord_336146903399923713","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-oyklwnaavzzwyxdz"},"content":null,"modes":[]}
2021-03-10 11:30:29.949100 {"type":"join","timestamp":1615375829.9491262,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"janttoDiscord[m]","nickname":"janttoDiscord[m]","username":"disco7388","name":"@_discord_611894156633178153:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vjeglqhcpmpzrslm"},"content":null,"modes":[]}
2021-03-10 11:30:29.954200 {"type":"join","timestamp":1615375829.9541588,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Dazuck-3BoxDisc4","nickname":"Dazuck-3BoxDisc4","username":"disco7061","name":"io.permaweb:_discord_382273717725560843","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vpvdeomddqkkfpde"},"content":null,"modes":[]}
2021-03-10 11:30:29.948200 {"type":"join","timestamp":1615375829.948237,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"sukarDiscord[m]","nickname":"sukarDiscord[m]","username":"disco7152","name":"io.permaweb:_discord_483374858332405790","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nbnvlfcyboztaroi"},"content":null,"modes":[]}
