2020-01-23 06:20:00.623400 {"type":"join","timestamp":1579760400.6234355,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"[manton]","nickname":"[manton]","username":"~slackuser","name":null,"photo":"https:\/\/micro.blog\/manton\/avatar.jpg","url":"http:\/\/Manton.org","tz":"America\/Chicago","host":"chat.indieweb.org"},"content":null,"modes":[]}
2020-01-23 12:35:11.395800 {"type":"join","timestamp":1579782911.3957536,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"xtream1101Discor","nickname":"xtream1101Discor","username":"disco7185","name":"@_discord_518929143254220800:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ouajyxitvhmxjqxg"},"content":null,"modes":[]}
2020-01-23 12:35:11.597000 {"type":"join","timestamp":1579782911.5970328,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"sfroment[m]","nickname":"sfroment[m]","username":"disco6241","name":"@_discord_210764864946307073:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bxjrrkgjrpiqxkbp"},"content":null,"modes":[]}
2020-01-23 12:35:11.602400 {"type":"join","timestamp":1579782911.6024196,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"peatDiscord[m]","nickname":"peatDiscord[m]","username":"disco8278","name":"@_discord_575836319331254274:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ksbhjjkfwryektyr"},"content":null,"modes":[]}
2020-01-23 12:35:11.603800 {"type":"join","timestamp":1579782911.6037652,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"gnunicorn[m]","nickname":"gnunicorn[m]","username":"disco6327","name":"@_discord_502857675869257735:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-dyvweeuzpbthhmgy"},"content":null,"modes":[]}
2020-01-23 12:35:11.795400 {"type":"join","timestamp":1579782911.795439,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"olizillaDiscord[","nickname":"olizillaDiscord[","username":"disco7108","name":"@_discord_565491610423394304:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jsvmfxicbhjekgmo"},"content":null,"modes":[]}
2020-01-23 12:35:11.799900 {"type":"join","timestamp":1579782911.7998784,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"chrisDiscord[m]","nickname":"chrisDiscord[m]","username":"disco7260","name":"@_discord_256563378137464832:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-htnctpkmgwsyaghv"},"content":null,"modes":[]}
2020-01-23 12:35:11.811500 {"type":"join","timestamp":1579782911.811531,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"zelda14Discord[m","nickname":"zelda14Discord[m","username":"disco8616","name":"@_discord_344319476507869185:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-zptmyfgigtzhsewy"},"content":null,"modes":[]}
2020-01-23 12:35:11.819600 {"type":"join","timestamp":1579782911.8196175,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"npfoss[m]","nickname":"npfoss[m]","username":"disco6156","name":"@_discord_400358807890427905:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wrhuvrzqvncobsxm"},"content":null,"modes":[]}
2020-01-23 12:35:11.828300 {"type":"join","timestamp":1579782911.8282778,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"MissLavenderDisc","nickname":"MissLavenderDisc","username":"disco8363","name":"@_discord_109409377684848640:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ichsphyxvqdajpnx"},"content":null,"modes":[]}
2020-01-23 12:35:11.998300 {"type":"join","timestamp":1579782911.9983127,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"aswiththewildDis","nickname":"aswiththewildDis","username":"disco7213","name":"@_discord_483745086488707112:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-neolrzluuvltgnwu"},"content":null,"modes":[]}
2020-01-23 12:35:12.007700 {"type":"join","timestamp":1579782912.0077116,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"malaclypsDiscord","nickname":"malaclypsDiscord","username":"disco7170","name":"@_discord_227204617295888395:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pcjhlayxupvcinbl"},"content":null,"modes":[]}
2020-01-23 12:35:12.008500 {"type":"join","timestamp":1579782912.0085413,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"gregjeanmartDisc","nickname":"gregjeanmartDisc","username":"disco6744","name":"@_discord_266652994278391808:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-oqhugefivvvnpdgu"},"content":null,"modes":[]}
2020-01-23 12:35:12.225100 {"type":"join","timestamp":1579782912.225109,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"plindner[m]","nickname":"plindner[m]","username":"lindnermat","name":"@lindner:matrix.org","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-uodzymrkmifbptnl"},"content":null,"modes":[]}
2020-01-23 12:35:12.224400 {"type":"join","timestamp":1579782912.2243865,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"JonwelDiscord[m]","nickname":"JonwelDiscord[m]","username":"disco7232","name":"@_discord_507524340821000196:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vtgveukkepbmuvfb"},"content":null,"modes":[]}
2020-01-23 12:35:12.223400 {"type":"join","timestamp":1579782912.223357,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"JeffMaherVegas[m","nickname":"JeffMaherVegas[m","username":"disco6451","name":"@_discord_540315973253857301:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rrbnwygwpggjswoc"},"content":null,"modes":[]}
2020-01-23 12:35:12.417500 {"type":"join","timestamp":1579782912.4174829,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"aidxnDiscord[m]","nickname":"aidxnDiscord[m]","username":"disco8421","name":"@_discord_229330246212517889:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xhyebpnmicwbhdqa"},"content":null,"modes":[]}
2020-01-23 12:35:12.434500 {"type":"join","timestamp":1579782912.4345329,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"combrayDiscord[m","nickname":"combrayDiscord[m","username":"disco7102","name":"@_discord_522349531795292180:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ypjihkkokcaxggve"},"content":null,"modes":[]}
2020-01-23 12:35:12.432500 {"type":"join","timestamp":1579782912.4324806,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Lolicon[m]","nickname":"Lolicon[m]","username":"disco5193","name":"@_discord_525958885693980673:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nngsgdulhkfqidws"},"content":null,"modes":[]}
2020-01-23 12:35:12.435200 {"type":"join","timestamp":1579782912.435187,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"gnunicornDiscord","nickname":"gnunicornDiscord","username":"disco7105","name":"@_discord_502857675869257735:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vhmwbfbmeqdkvxwk"},"content":null,"modes":[]}
2020-01-23 12:35:12.621400 {"type":"join","timestamp":1579782912.6213732,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"michDiscord[m]","nickname":"michDiscord[m]","username":"disco8929","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tghxhwsysumpwpws"},"content":null,"modes":[]}
2020-01-23 12:35:12.633400 {"type":"join","timestamp":1579782912.6333506,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"zwelsternDiscord","nickname":"zwelsternDiscord","username":"disco7128","name":"@_discord_576029729706999808:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mcbjvbaqoegsxdgt"},"content":null,"modes":[]}
2020-01-23 12:35:12.626400 {"type":"join","timestamp":1579782912.6264381,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jonbvDiscord[m]","nickname":"jonbvDiscord[m]","username":"disco9041","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-owucofwtirzedpgf"},"content":null,"modes":[]}
2020-01-23 12:35:12.825600 {"type":"join","timestamp":1579782912.8255792,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Sm03leBr00tDisco","nickname":"Sm03leBr00tDisco","username":"disco7924","name":"@_discord_471030523964293120:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-vgcdcurhtwiacqsl"},"content":null,"modes":[]}
2020-01-23 12:35:12.830100 {"type":"join","timestamp":1579782912.8301084,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"SchwartzDiscord[","nickname":"SchwartzDiscord[","username":"disco7182","name":"@_discord_545086380858933284:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qtywbtinkhnzlyms"},"content":null,"modes":[]}
2020-01-23 12:35:13.031600 {"type":"join","timestamp":1579782913.0315993,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"MohanDiscord[m]","nickname":"MohanDiscord[m]","username":"disco8882","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rfgzcgrvixhmmmtw"},"content":null,"modes":[]}
2020-01-23 12:35:13.036000 {"type":"join","timestamp":1579782913.035993,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"freekurt","nickname":"freekurt","username":"freekurtma","name":"@freekurt:matrix.org","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kqjhxivulumjexfq"},"content":null,"modes":[]}
2020-01-23 12:35:13.046700 {"type":"join","timestamp":1579782913.0467062,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"prtfwDiscord[m]","nickname":"prtfwDiscord[m]","username":"disco7211","name":"@_discord_541375141611962380:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-tedcizytiusrcjow"},"content":null,"modes":[]}
2020-01-23 12:35:13.231000 {"type":"join","timestamp":1579782913.2310107,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"ZapierDiscord[m]","nickname":"ZapierDiscord[m]","username":"disco7535","name":"@_discord_368105370532577280:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fnbyeayhyqyvlisr"},"content":null,"modes":[]}
2020-01-23 12:35:13.237300 {"type":"join","timestamp":1579782913.237338,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"gkimbwalaDiscord","nickname":"gkimbwalaDiscord","username":"disco9515","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-retadkweyrsguuce"},"content":null,"modes":[]}
2020-01-23 12:35:13.261500 {"type":"join","timestamp":1579782913.26145,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"nrtxrmndDiscord[","nickname":"nrtxrmndDiscord[","username":"disco9123","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cnsgeabylqrmzbyd"},"content":null,"modes":[]}
2020-01-23 12:35:13.246200 {"type":"join","timestamp":1579782913.2461746,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"oed3Discord[m]","nickname":"oed3Discord[m]","username":"disco7021","name":"@_discord_486079775165906960:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fixtvjcvltnbrawg"},"content":null,"modes":[]}
2020-01-23 12:35:13.266000 {"type":"join","timestamp":1579782913.2660365,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"BigDuckEnergyDis","nickname":"BigDuckEnergyDis","username":"disco8458","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-sbbdjkpatkckedwi"},"content":null,"modes":[]}
2020-01-23 12:35:13.281000 {"type":"join","timestamp":1579782913.281045,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"aphelionzDiscord","nickname":"aphelionzDiscord","username":"disco7015","name":"@_discord_512702525883940885:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-czlmgicvqkflamrs"},"content":null,"modes":[]}
2020-01-23 12:35:13.465900 {"type":"join","timestamp":1579782913.4658656,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"cardDiscord[m]","nickname":"cardDiscord[m]","username":"disco7209","name":"@_discord_82345670291238912:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-itwseunodqpvsajm"},"content":null,"modes":[]}
2020-01-23 12:35:13.464700 {"type":"join","timestamp":1579782913.4646883,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"tplookerDiscord[","nickname":"tplookerDiscord[","username":"disco8499","name":"@_discord_642844650184376320:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-iqxdrnpkzzaejdly"},"content":null,"modes":[]}
2020-01-23 12:35:13.463200 {"type":"join","timestamp":1579782913.4632313,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"UsamaIrfanDiscor","nickname":"UsamaIrfanDiscor","username":"discord631","name":"@_discord_631100571738308611:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mldabrdgmjjovzgr"},"content":null,"modes":[]}
2020-01-23 12:35:13.480500 {"type":"join","timestamp":1579782913.4804835,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"dhenz3SpeakDisco","nickname":"dhenz3SpeakDisco","username":"disco7139","name":"@_discord_324604443137933322:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fufsufqqwlvhawui"},"content":null,"modes":[]}
2020-01-23 12:35:13.479500 {"type":"join","timestamp":1579782913.4794888,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"RealSnazzy[m]","nickname":"RealSnazzy[m]","username":"disco6114","name":"@_discord_151411952701276160:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-grchyeqgrhcckxbo"},"content":null,"modes":[]}
2020-01-23 12:35:13.669100 {"type":"join","timestamp":1579782913.6691425,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"nocentDiscord[m]","nickname":"nocentDiscord[m]","username":"disco7116","name":"@_discord_289121673267904513:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hmkheraaizzaimbb"},"content":null,"modes":[]}
2020-01-23 12:35:13.659200 {"type":"join","timestamp":1579782913.6591759,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"simibacDiscord[m","nickname":"simibacDiscord[m","username":"disco8811","name":"@_discord_389901855708151808:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-fulppyyscxmfhuou"},"content":null,"modes":[]}
2020-01-23 12:35:13.676700 {"type":"join","timestamp":1579782913.6766837,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"M4star3starDisco","nickname":"M4star3starDisco","username":"discord785","name":"@_discord_78591862100721664:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ltorqwpjdzzdyxoo"},"content":null,"modes":[]}
2020-01-23 12:35:13.679600 {"type":"join","timestamp":1579782913.6795728,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"pierrebocDiscord","nickname":"pierrebocDiscord","username":"disco6651","name":"@_discord_543858563961978881:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-bzipcwjuupemsvno"},"content":null,"modes":[]}
2020-01-23 12:35:13.867000 {"type":"join","timestamp":1579782913.8669717,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"discord[m]1","nickname":"discord[m]1","username":"disco9050","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-hiperubcpoehoanf"},"content":null,"modes":[]}
2020-01-23 12:35:13.871400 {"type":"join","timestamp":1579782913.8713675,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"thienpowDiscord[","nickname":"thienpowDiscord[","username":"disco8579","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-wendeegvicldaqia"},"content":null,"modes":[]}
2020-01-23 12:35:14.068800 {"type":"join","timestamp":1579782914.0687969,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"pcblazefDiscord[","nickname":"pcblazefDiscord[","username":"disco8578","name":"@_discord_646002502650560512:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ctvszbfggykinxka"},"content":null,"modes":[]}
2020-01-23 12:35:14.080400 {"type":"join","timestamp":1579782914.0804312,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"gedwDiscord[m]","nickname":"gedwDiscord[m]","username":"disco9089","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rbaclrzgpdlnaxfg"},"content":null,"modes":[]}
2020-01-23 12:35:14.079600 {"type":"join","timestamp":1579782914.0795765,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"npfossDiscord[m]","nickname":"npfossDiscord[m]","username":"disco6641","name":"@_discord_400358807890427905:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ulteiewiscolgfbc"},"content":null,"modes":[]}
2020-01-23 12:35:14.091500 {"type":"join","timestamp":1579782914.0915382,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"CatManDoooDiscor","nickname":"CatManDoooDiscor","username":"disco7131","name":"@_discord_448958425481740308:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-mkzsrmytukmmfulj"},"content":null,"modes":[]}
2020-01-23 12:35:14.282000 {"type":"join","timestamp":1579782914.2819695,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"MatthDiscord[m]","nickname":"MatthDiscord[m]","username":"disco7221","name":"@_discord_509574897945804821:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-sjifqndmmrjobndy"},"content":null,"modes":[]}
2020-01-23 12:35:14.283300 {"type":"join","timestamp":1579782914.2833147,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jessicaschilling","nickname":"jessicaschilling","username":"disco7188","name":"@_discord_576446963587874853:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ddigyxowzlnqtwmi"},"content":null,"modes":[]}
2020-01-23 12:35:14.480700 {"type":"join","timestamp":1579782914.4807057,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"CantiTurtleCoinD","nickname":"CantiTurtleCoinD","username":"disco7025","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rzzragzhglrtlbvx"},"content":null,"modes":[]}
2020-01-23 12:35:14.496400 {"type":"join","timestamp":1579782914.4963944,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"grvhiDiscord[m]","nickname":"grvhiDiscord[m]","username":"disco7151","name":"@_discord_508305436030664724:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-cjljszssfbprczon"},"content":null,"modes":[]}
2020-01-23 12:35:14.486900 {"type":"join","timestamp":1579782914.4868524,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"r5723013Discord[","nickname":"r5723013Discord[","username":"disco7231","name":"@_discord_492987261038755840:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-caxlljsiasmkllej"},"content":null,"modes":[]}
2020-01-23 12:35:14.694400 {"type":"join","timestamp":1579782914.6943989,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"bonedaddyDiscord","nickname":"bonedaddyDiscord","username":"disco6609","name":"@_discord_417857235079790592:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xflkfybflymcsdtb"},"content":null,"modes":[]}
2020-01-23 12:35:14.684700 {"type":"join","timestamp":1579782914.6846533,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"Kenzo-3BoxDiscor","nickname":"Kenzo-3BoxDiscor","username":"disco7054","name":"@_discord_484750308904402966:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-qiqduohhrljiothv"},"content":null,"modes":[]}
2020-01-23 12:35:14.696400 {"type":"join","timestamp":1579782914.6964493,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"mZ[m]","nickname":"mZ[m]","username":"disco6360","name":"@_discord_453360522793058305:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-rlytfropscyfluqn"},"content":null,"modes":[]}
2020-01-23 12:35:14.895100 {"type":"join","timestamp":1579782914.8950949,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"SomeguyDiscord[m","nickname":"SomeguyDiscord[m","username":"disco8781","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xeudfabdsnbwwdhr"},"content":null,"modes":[]}
2020-01-23 12:35:14.892900 {"type":"join","timestamp":1579782914.8929248,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"prtfw[m]","nickname":"prtfw[m]","username":"disco6373","name":"@_discord_541375141611962380:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ymtoxknxczuqpsvs"},"content":null,"modes":[]}
2020-01-23 12:35:15.090100 {"type":"join","timestamp":1579782915.0900545,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"psyonityDiscord[","nickname":"psyonityDiscord[","username":"disco7881","name":"@_discord_153970651764490240:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ktxvsbbwcmbrfixs"},"content":null,"modes":[]}
2020-01-23 12:35:15.096400 {"type":"join","timestamp":1579782915.0964258,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"tom85[m]","nickname":"tom85[m]","username":"disco6301","name":"@_discord_499330357498478624:getepona.com","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kqddjxeqfzqrmsfc"},"content":null,"modes":[]}
2020-01-23 12:35:15.119000 {"type":"join","timestamp":1579782915.1190016,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"JeanDiscord[m]","nickname":"JeanDiscord[m]","username":"disco7531","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-xkccwauqjrfyhavc"},"content":null,"modes":[]}
2020-01-23 12:35:15.116700 {"type":"join","timestamp":1579782915.1167064,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"RockSteadyTRTLDi","nickname":"RockSteadyTRTLDi","username":"disco6789","name":null,"photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-pohtcvuyguvuckra"},"content":null,"modes":[]}
2020-01-23 12:35:15.102800 {"type":"join","timestamp":1579782915.1027517,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"LSJI07Discord[m]","nickname":"LSJI07Discord[m]","username":"disco7026","name":"@_discord_422412805132517386:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-jfleuicmxhqtgthy"},"content":null,"modes":[]}
2020-01-23 12:35:15.125300 {"type":"join","timestamp":1579782915.1252859,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"jazzy-jeff^_^Dis","nickname":"jazzy-jeff^_^Dis","username":"disco7190","name":"@_discord_224165982577491968:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-nbwwyekgqpvmuevj"},"content":null,"modes":[]}
2020-01-23 12:35:15.307700 {"type":"join","timestamp":1579782915.3076842,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"babaitDiscord[m]","nickname":"babaitDiscord[m]","username":"disco8295","name":"@_discord_586178435374645259:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-ilevhchdgrotpgoe"},"content":null,"modes":[]}
2020-01-23 12:35:15.309200 {"type":"join","timestamp":1579782915.3091881,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"nhultzDiscord[m]","nickname":"nhultzDiscord[m]","username":"disco8795","name":"@_discord_552486069401157633:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-amuzahqpjvdonivy"},"content":null,"modes":[]}
2020-01-23 12:35:15.506600 {"type":"join","timestamp":1579782915.5066273,"network":"irc","server":"freenode","channel":{"uid":"#knownchat","name":"#knownchat"},"author":{"uid":"allgoDiscord[m]","nickname":"allgoDiscord[m]","username":"disco7172","name":"@_discord_417515581768597507:permaweb.io","photo":null,"url":null,"tz":null,"host":"gateway\/shell\/matrix.org\/x-kohizlbeycwzzveo"},"content":null,"modes":[]}
